batch_id,accuracy
0,0.9405684754521964
1,0.8888888888888888
2,0.6666666666666666
3,0.8333333333333334
4,0.6666666666666666
5,0.7777777777777778
6,0.6666666666666666
7,0.8888888888888888
8,1.0
9,0.6666666666666666
10,1.0
11,0.6666666666666666
12,0.6666666666666666
13,0.6666666666666666
14,0.7777777777777778
15,0.8888888888888888
16,0.7777777777777778
17,1.0
18,0.6666666666666666
19,0.7777777777777778
20,0.8333333333333334
